graph,algo,diameter,bfs_count,startvtx_degree,startvtx_ecc,time_diameter_exact
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252,q3,14,10,38,9,502.433
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252,q4,14,5,242,8,707.174
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252,q5,14,3,1462,8,310.639
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,ifub_foursweephd,19,7,213,10,207.446
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,ifub_hd,19,4,1043,11,46.8253
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,random,19,38,18,12,484.481
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,q1,19,9,1,12,152.06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,q2,19,9,5,13,1123.23
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,q3,19,8,32,13,440.823
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,q4,19,9,184,12,737.393
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=252_square,q5,19,4,1043,11,1312.68
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,ifub_foursweephd,15,9,1563,8,355.998
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,ifub_hd,15,5,1563,8,721.64
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,random,15,335,11,9,52159.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,q1,15,91,1,10,4456.18
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,q2,15,90,6,10,11604.9
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,q3,15,58,39,9,2898.89
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,q4,15,21,256,9,2754.93
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321,q5,15,5,1563,8,520.712
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,ifub_foursweephd,20,6,919,10,398.884
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,ifub_hd,20,3,1543,11,110.163
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,random,20,8,6,13,817.888
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,q1,20,5,1,12,347.957
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,q2,20,4,6,11,799.886
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,q3,20,4,39,11,430.306
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,q4,20,3,246,11,479.329
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=321_square,q5,20,3,1543,11,124.593
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,ifub_foursweephd,14,8,1514,8,121.599
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,ifub_hd,14,4,1514,8,58.2376
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,q1,14,68,1,9,6769.02
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,q2,14,59,6,9,5769.77
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,q3,14,29,38,9,1746.34
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,q4,14,41,242,9,5239.44
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121,q5,14,4,1514,8,126.38
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,ifub_foursweephd,17,28,282,11,380.487
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,ifub_hd,17,12,1400,11,144.748
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,random,17,4439,2,13,467590
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,q1,17,462,1,13,20965.7
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,q2,17,462,6,13,80734.3
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,q3,17,69,37,12,5339.38
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,q4,17,184,231,11,13969.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=34121_square,q5,17,12,1400,11,495.026
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,ifub_foursweephd,15,7,272,8,328.279
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,ifub_hd,15,5,1478,9,684.456
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,random,15,1926,7,12,206519
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,q1,15,22,1,10,516.102
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,q2,15,43,6,10,4265.75
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,q3,15,13,38,10,1145.04
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,q4,15,10,240,9,1686.67
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356,q5,15,5,1478,9,649.801
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,ifub_foursweephd,17,10,1389,9,1930.72
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,ifub_hd,17,6,1389,9,438.145
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,random,17,632,9,12,72427.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,q1,17,29,1,10,2313.65
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,q2,17,35,6,11,7496.98
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,q3,17,36,37,11,3873.41
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,q4,17,10,228,10,1106.63
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=356_square,q5,17,6,1389,9,900.944
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,ifub_foursweephd,14,7,899,8,168.756
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,ifub_hd,14,4,1553,7,429.721
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,random,14,1143,7,10,87976.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,q1,14,33,1,9,6078.31
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,q2,14,32,6,9,3371.15
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,q3,14,30,39,9,2269.32
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,q4,14,16,249,9,3603.95
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489,q5,14,4,1553,7,778.281
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,ifub_foursweephd,19,9,604,10,1636.65
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,ifub_hd,19,9,1392,11,1014.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,random,19,60,6,13,4098.88
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,q1,19,58,1,13,6620.14
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,q2,19,18,6,12,1031.7
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,q3,19,13,37,12,1623.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,q4,19,22,233,12,2098.42
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=489_square,q5,19,9,1392,11,1326.35
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,ifub_foursweephd,15,10,1551,8,129.753
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,ifub_hd,15,6,1551,8,337.686
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,random,15,398,6,10,89174.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,q1,15,40,1,10,1371.84
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,q2,15,40,6,10,2191.94
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,q3,15,39,39,10,7072.32
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,q4,15,17,252,9,1878.35
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64,q5,15,6,1551,8,894.888
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,ifub_foursweephd,16,8,167,9,797.233
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,ifub_hd,16,6,1456,9,70.679
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,random,16,10352,8,13,1.11253e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,q1,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,q2,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,q3,16,5645,38,12,416759
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,q4,16,155,235,10,24010.7
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=64_square,q5,16,6,1456,9,1078.43
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,ifub_foursweephd,14,6,889,7,509.417
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,ifub_hd,14,4,1518,8,89.8302
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,random,14,3597,6,11,321915
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,q1,14,18,1,8,966.014
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,q2,14,73,6,9,12401.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,q3,14,68,38,9,5771.41
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,q4,14,10,245,9,1042.45
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836,q5,14,4,1518,8,60.8172
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,ifub_foursweephd,17,9,1074,9,514.247
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,ifub_hd,17,5,1074,9,52.5402
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,random,17,150,20,10,38551.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,q1,17,33,1,10,722.625
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,q2,17,33,5,10,3450.59
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,q3,17,33,32,10,3316.33
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,q4,17,12,187,9,905.53
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.53_seed=836_square,q5,17,5,1074,9,504.647
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,ifub_foursweephd,11,1348,23,7,16867.4
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,ifub_hd,11,28,1374,7,480.133
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,random,11,5126,28,8,1.01366e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,q1,11,9369,1,9,923859
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,q2,11,8009,6,9,1.64177e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,q3,11,859,37,8,121261
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,q4,11,120,226,7,35199.4
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323,q5,11,28,1374,7,7746.84
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,ifub_foursweephd,13,23,1049,7,3458.52
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,ifub_hd,13,19,1049,7,1657.31
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,random,13,1530,11,9,250494
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,q1,13,2179,1,9,261337
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,q2,13,1452,5,9,368935
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,q3,13,332,32,8,52465.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,q4,13,95,186,8,16243.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=2323_square,q5,13,19,1049,7,1035.14
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,ifub_foursweephd,10,578,41,7,118852
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,ifub_hd,10,22,1314,6,346.572
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,q1,10,2163,1,7,49175.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,q2,10,8711,6,7,1.51403e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,q3,10,1265,36,7,227570
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,q4,10,317,220,7,41394.7
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252,q5,10,22,1314,6,1373.79
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,ifub_foursweephd,12,186,152,8,35160
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,ifub_hd,12,16,907,7,3999.28
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,random,12,6393,8,9,1.27441e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,q1,12,2387,1,9,478376
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,q2,12,6010,5,9,1.35611e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,q3,12,385,30,8,58303.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,q4,12,150,165,8,23671.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=252_square,q5,12,16,907,7,3677.23
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,ifub_foursweephd,11,4568,70,8,744876
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,ifub_hd,11,19,1382,6,3178.55
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,q1,11,1174,1,7,223697
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,q2,11,3867,6,8,746802
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,q3,11,765,37,7,92865.8
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,q4,11,567,226,7,60343.7
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321,q5,11,19,1382,6,1365.38
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,ifub_foursweephd,14,19,44,8,3319.31
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,ifub_hd,14,4,1345,9,588.091
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,random,14,297,10,9,2302.78
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,q1,14,17,1,10,3750.37
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,q2,14,31,6,10,11015.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,q3,14,14,36,10,284.913
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,q4,14,4,222,9,620.465
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=321_square,q5,14,4,1345,9,478.897
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,ifub_foursweephd,11,253,143,7,48827.7
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,ifub_hd,11,17,1405,6,2047.33
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,q1,11,900,1,7,298517
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,q2,11,3953,6,8,980743
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,q3,11,594,37,7,56334.6
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,q4,11,233,234,6,28117.4
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121,q5,11,17,1405,6,1785.76
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,ifub_foursweephd,12,65,305,8,10773.6
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,ifub_hd,12,24,1169,8,3958.89
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,q1,12,601,1,9,18259.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,q2,12,1055,5,9,98318.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,q3,12,459,34,9,48558.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,q4,12,74,199,8,1019.56
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=34121_square,q5,12,24,1169,8,387.187
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,ifub_foursweephd,11,26,1287,6,4291.41
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,ifub_hd,11,22,1287,6,430.059
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,random,11,3889,10,7,976714
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,q1,11,1196,1,7,232897
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,q2,11,3423,5,7,722290
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,q3,11,1081,35,7,168916
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,q4,11,221,214,7,43821.2
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356,q5,11,22,1287,6,3306.46
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,ifub_foursweephd,13,20,1193,7,1633.95
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,ifub_hd,13,16,1193,7,3255.34
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,random,13,1994,13,9,257438
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,q1,13,295,1,8,2315.6
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,q2,13,510,5,9,101567
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,q3,13,264,34,8,33308.2
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,q4,13,47,202,8,2929.94
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=356_square,q5,13,16,1193,7,731.886
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,ifub_foursweephd,11,26,1342,7,974.487
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,ifub_hd,11,22,1342,7,5373.52
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,q1,11,3737,1,8,473524
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,q2,11,6393,6,8,1.11051e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,q3,11,1204,36,8,218150
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,q4,11,406,221,7,54148.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489,q5,11,22,1342,7,412.69
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,ifub_foursweephd,12,18,808,7,2238.88
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,ifub_hd,12,19,1195,7,3406.65
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,random,12,302,12,8,57302.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,q1,12,544,1,8,47025.5
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,q2,12,1408,5,8,309442
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,q3,12,320,34,8,47757.4
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,q4,12,41,203,8,9195.79
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=489_square,q5,12,19,1195,7,964.044
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,ifub_foursweephd,12,23,84,7,7458.54
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,ifub_hd,12,3,1361,7,800.7
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,random,12,7030,3,9,1.11108e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,q1,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,q2,12,1248,6,8,220014
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,q3,12,58,36,7,14564.9
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,q4,12,9,227,7,1106.21
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64,q5,12,3,1361,7,406.003
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,ifub_foursweephd,13,69,317,8,15117.4
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,ifub_hd,13,15,1274,8,2052.06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,random,13,12860,6,10,1.69881e+06
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,q1,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,q2,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,q3,13,3284,35,9,485279
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,q4,13,156,213,9,30735.9
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=64_square,q5,13,15,1274,8,1824.56
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,ifub_foursweephd,11,182,204,7,48481.2
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,ifub_hd,11,15,1377,6,2034.09
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,q1,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,q2,11,2995,6,8,576214
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,q3,11,1751,37,7,265733
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,q4,11,226,226,7,19448.8
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836,q5,11,15,1377,6,460.624
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,ifub_foursweephd,12,44,575,7,1758.96
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,ifub_hd,12,6,956,7,2678.65
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,random,12,5360,6,9,764782
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,q1,12,903,1,8,203931
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,q2,12,890,5,8,151408
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,q3,12,888,30,8,127743
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,q4,12,49,171,8,14526.3
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.76_seed=836_square,q5,12,6,956,7,486.867
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,ifub_foursweephd,11,754,78,7,140325
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,ifub_hd,11,32,1413,6,3899.14
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,random,11,1761,5,7,107747
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,q1,11,2427,1,8,21710.3
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,q2,11,2410,6,8,475334
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,q3,11,727,37,7,92527.3
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,q4,11,261,232,7,29402.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323,q5,11,32,1413,6,815.599
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323_square,ifub_foursweephd,13,215,179,8,30665.1
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323_square,ifub_hd,13,67,1086,8,1527.54
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323_square,random,0,0,1800
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323_square,q1,13,1156,1,9,218918
girgbig_n=100000_deg=10_dim=2_ple=3.01_T=0.7_seed=2323_square,q2,13,6322,5,9,1.13529e+06
