graph,algo,diameter,bfs_count,startvtx_degree,startvtx_ecc,time_diameter_exact
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=356_square,ifub_hd,15,6,1214,8,4.54884
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=356_square,random,15,9,8,9,6.73388
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=356_square,q1,15,16,1,10,252.624
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=356_square,q2,15,12,5,9,329.661
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=356_square,q3,15,12,34,9,97.6074
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=356_square,q4,15,12,205,9,9.70801
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=356_square,q5,15,6,1214,8,23.1646
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,ifub_foursweephd,12,6,1350,6,122.142
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,ifub_hd,12,2,1350,6,1.81372
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,random,12,216,6,8,1917.91
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,q1,12,74,1,8,390.234
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,q2,12,74,6,8,686.235
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,q3,12,50,36,8,1710.72
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,q4,12,8,236,7,99.3386
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489,q5,12,2,1350,6,3.44558
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,ifub_foursweephd,15,7,737,8,154.744
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,ifub_hd,15,3,1155,8,2.53113
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,random,15,55,6,11,74.9996
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,q1,15,14,1,9,66.9134
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,q2,15,12,5,9,258.562
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,q3,15,12,33,9,9.24316
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,q4,15,15,207,10,315.441
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=489_square,q5,15,3,1155,8,3.94118
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,ifub_foursweephd,13,9,1348,7,180.951
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,ifub_hd,13,5,1348,7,40.1308
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,random,13,124,10,9,558.898
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,q1,13,28,1,8,66.4991
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,q2,13,61,6,8,71.9864
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,q3,13,60,36,8,251.338
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,q4,13,11,224,8,145.494
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64,q5,13,5,1348,7,137.854
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,ifub_foursweephd,18,6,86,9,110.564
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,ifub_hd,18,4,1259,11,3.17658
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,random,18,9,4,12,8.56404
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,q1,18,8,1,12,7.41916
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,q2,18,4,5,11,152.854
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,q3,18,8,35,12,135.487
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,q4,18,8,211,12,196.107
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=64_square,q5,18,4,1259,11,88.9296
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,ifub_foursweephd,12,7,1369,7,122.666
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,ifub_hd,12,3,1369,7,2.50319
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,random,12,26,37,8,664.972
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,q1,12,9,1,8,93.0771
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,q2,12,19,6,8,254.514
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,q3,12,18,37,8,13.0424
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,q4,12,7,229,8,118.77
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836,q5,12,3,1369,7,136.105
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,ifub_foursweephd,16,6,904,8,17.6704
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,ifub_hd,16,2,904,8,1.85513
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,random,16,8,9,10,82.5135
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,q1,16,4,1,9,53.0012
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,q2,16,4,5,9,176.786
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,q3,16,4,30,9,4.53657
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,q4,16,4,164,9,64.8409
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.4_seed=836_square,q5,16,2,904,8,3.31267
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,ifub_foursweephd,12,7,1332,7,131.438
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,ifub_hd,12,3,1332,7,2.6478
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,random,12,321,8,9,668.614
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,q1,12,32,1,8,1886.15
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,q2,12,32,6,8,1399.89
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,q3,12,28,36,8,880.611
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,q4,12,5,226,7,122.113
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323,q5,12,3,1332,7,128.497
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,ifub_foursweephd,15,7,712,8,119.362
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,ifub_hd,15,5,894,9,208.402
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,random,15,40,2,10,259.553
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,q1,15,16,1,10,469.74
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,q2,15,7,5,9,187.029
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,q3,15,7,29,9,83.0416
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,q4,15,10,163,9,29.9981
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=2323_square,q5,15,5,894,9,21.6029
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,ifub_foursweephd,13,8,486,7,259.292
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,ifub_hd,13,5,1297,8,186.184
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,random,13,15,10,9,213.491
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,q1,13,8,1,9,220.625
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,q2,13,27,6,10,40.8927
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,q3,13,5,36,8,7.68633
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,q4,13,5,216,8,45.8503
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252,q5,13,5,1297,8,153.59
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,ifub_foursweephd,12,8,781,7,183.786
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,ifub_hd,12,3,815,7,2.92187
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,random,12,130,8,9,725.832
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,q1,12,49,1,8,2949.51
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,q2,12,47,5,8,64.2235
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,q3,12,49,28,8,862.588
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,q4,12,6,153,8,170.747
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=252_square,q5,12,3,815,7,52.0977
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,ifub_foursweephd,11,12,1334,6,91.3517
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,ifub_hd,11,8,1334,6,134.647
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,random,11,1478,4,8,34592.8
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,q1,11,827,1,8,1109.77
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,q2,11,717,6,8,17898.6
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,q3,11,118,36,7,3113.34
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,q4,11,55,220,7,1690.64
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321,q5,11,8,1334,6,572.823
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,ifub_foursweephd,14,9,1250,8,280.933
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,ifub_hd,14,5,1250,8,54.7591
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,random,14,23,8,9,421.574
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,q1,14,15,1,9,704.44
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,q2,14,17,5,9,438.223
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,q3,14,12,35,8,10.2754
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,q4,14,7,212,8,42.9752
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=321_square,q5,14,5,1250,8,5.36985
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,ifub_foursweephd,13,7,1262,7,151.116
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,ifub_hd,13,3,1262,7,2.49706
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,random,13,53,17,9,622.478
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,q1,13,38,1,9,38.9313
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,q2,13,35,5,9,54.0381
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,q3,13,7,35,8,166.953
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,q4,13,6,216,8,154.425
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121,q5,13,3,1262,7,11.3962
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,ifub_foursweephd,13,10,1014,7,12.8678
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,ifub_hd,13,6,1014,7,13.0178
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,random,13,133,11,9,1959.85
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,q1,13,103,1,8,4332.42
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,q2,13,35,5,8,656.81
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,q3,13,25,31,8,157.862
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,q4,13,23,179,8,16.7784
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=34121_square,q5,13,6,1014,7,6.06278
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,ifub_foursweephd,11,7,1284,6,182.914
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,ifub_hd,11,3,1284,6,2.62656
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,random,11,588,7,8,563.102
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,q1,11,183,1,7,6852.46
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,q2,11,440,5,7,10982.7
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,q3,11,207,35,7,3468.69
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,q4,11,30,215,6,232.769
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356,q5,11,3,1284,6,116.497
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,ifub_foursweephd,12,6,548,6,50.1575
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,ifub_hd,12,3,1187,7,2.75253
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,random,12,19,13,7,230.121
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,q1,12,12,1,8,462.685
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,q2,12,19,5,8,544.07
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,q3,12,12,34,8,303.327
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,q4,12,3,204,7,4.10385
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=356_square,q5,12,3,1187,7,160.111
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,ifub_foursweephd,11,9,1289,6,23.3161
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,ifub_hd,11,5,1289,6,6.92628
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,random,11,126,9,7,892.881
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,q1,11,390,1,8,14363
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,q2,11,390,5,8,5996.89
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,q3,11,40,35,7,764.617
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,q4,11,27,217,6,261.332
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489,q5,11,5,1289,6,113.859
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,ifub_foursweephd,13,9,756,7,137.455
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,ifub_hd,13,5,1153,7,60.1526
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,random,13,42,5,9,51.8327
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,q1,13,28,1,8,32.9254
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,q2,13,24,5,8,38.6325
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,q3,13,18,33,8,326.807
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,q4,13,9,207,8,228.418
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=489_square,q5,13,5,1153,7,33.68
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,ifub_foursweephd,14,8,64,8,296.662
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,ifub_hd,14,3,1316,8,2.68215
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,random,14,11,9,10,126.757
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,q1,14,7,1,9,227.278
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,q2,14,7,6,10,47.1883
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,q3,14,6,36,10,6.21415
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,q4,14,5,218,9,146.078
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64,q5,14,3,1316,8,308.468
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,ifub_foursweephd,16,6,550,8,82.6709
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,ifub_hd,16,2,1174,8,1.89021
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,random,16,11,5,10,261.267
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,q1,16,4,1,9,13.1859
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,q2,16,4,5,9,193.012
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,q3,16,3,34,9,4.07462
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,q4,16,5,203,10,5.81238
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=64_square,q5,16,2,1174,8,3.42293
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,ifub_foursweephd,12,6,1347,6,90.7497
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,ifub_hd,12,2,1347,6,1.97201
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,random,12,20,3,8,193.215
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,q1,12,5,1,7,5.55857
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,q2,12,14,6,8,379.906
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,q3,12,11,36,8,62.0467
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,q4,12,3,224,7,152.338
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836,q5,12,2,1347,6,3.46344
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,ifub_foursweephd,15,7,518,8,155.152
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,ifub_hd,15,5,864,9,32.0498
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,random,15,82,4,12,232.872
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,q1,15,10,1,10,278.109
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,q2,15,10,5,9,20.9466
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,q3,15,8,29,8,115.824
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,q4,15,6,159,9,178.307
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.53_seed=836_square,q5,15,5,864,9,5.33246
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,ifub_foursweephd,10,9,433,6,84.2197
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,ifub_hd,10,3,1122,6,3.13666
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,random,10,232,11,7,8573.03
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,q1,10,63,1,7,101.428
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,q2,10,44,5,7,1775.77
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,q3,10,47,33,6,917.356
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,q4,10,8,194,6,254.518
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323,q5,10,3,1122,6,161.452
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,ifub_foursweephd,11,15,593,6,327.239
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,ifub_hd,11,17,755,6,378.152
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,random,11,1827,11,8,61571.2
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,q1,11,1299,1,8,16427.6
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,q2,11,1235,5,8,53134.2
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,q3,11,69,27,7,491.149
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,q4,11,80,144,7,1999.55
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=2323_square,q5,11,17,755,6,501.293
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,ifub_foursweephd,9,87,310,5,5538.5
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,ifub_hd,9,14,1137,5,463.474
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,random,9,9189,12,7,121309
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,q1,9,3322,1,6,133298
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,q2,9,3307,5,6,101853
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,q3,9,600,33,6,11026.8
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,q4,9,155,198,5,6640.53
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252,q5,9,14,1137,5,179.336
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,ifub_foursweephd,11,8,671,6,122.802
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,ifub_hd,11,4,671,6,3.77306
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,random,11,179,11,7,3987.85
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,q1,11,554,1,8,30758
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,q2,11,554,5,8,10221.7
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,q3,11,277,25,8,6714.62
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,q4,11,69,133,7,2490.49
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=252_square,q5,11,4,671,6,14.0668
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,ifub_foursweephd,10,8,550,6,194.123
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,ifub_hd,10,3,1158,6,69.8731
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,random,10,946,4,8,34503.9
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,q1,10,29,1,7,563.257
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,q2,10,139,5,7,857.547
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,q3,10,16,34,6,161.369
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,q4,10,6,203,7,251.987
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321,q5,10,3,1158,6,24.9579
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,ifub_foursweephd,11,10,1093,7,634.396
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,ifub_hd,11,6,1093,7,179.121
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,random,11,403,13,7,11826.2
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,q1,11,150,1,8,231.099
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,q2,11,510,5,7,15963.2
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,q3,11,128,33,8,3872.39
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,q4,11,41,190,7,427.771
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=321_square,q5,11,6,1093,7,6.8311
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,ifub_foursweephd,10,6,1127,5,152.34
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,ifub_hd,10,2,1127,5,2.53356
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,random,10,176,8,7,488.597
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,q1,10,112,1,7,3599.9
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,q2,10,32,5,7,212.93
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,q3,10,10,33,6,279.322
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,q4,10,6,204,6,7.57746
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121,q5,10,2,1127,5,3.73803
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,ifub_foursweephd,12,7,870,6,27.6723
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,ifub_hd,12,3,870,6,3.17189
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,random,12,80,4,8,685.867
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,q1,12,7,1,7,15.7641
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,q2,12,24,5,8,69.6645
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,q3,12,7,29,7,52.9157
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,q4,12,12,160,8,480.77
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=34121_square,q5,12,3,870,6,53.0835
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,ifub_foursweephd,9,17,1081,5,331.809
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,ifub_hd,9,13,1081,5,478.083
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,random,9,16071,6,7,342614
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,q1,9,792,1,6,795.367
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,q2,9,5085,5,7,163644
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,q3,9,1425,32,6,12940.8
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,q4,9,174,188,5,3003.07
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356,q5,9,13,1081,5,239.794
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356_square,ifub_foursweephd,11,11,1050,6,31.678
girg_n=25000_deg=10_dim=2_ple=2.75_T=0.76_seed=356_square,ifub_hd,11,7,1050,6,95.1168
